CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,FREQUENCY
1,memory,0.19900353986731328,0.6558789861153353,MEMORY,3220.0
1,episodic_memory,0.17462108238177626,0.6558789861153353,MEMORY,2958.0
1,declarative_memory,0.1729327776044224,0.6558789861153353,MEMORY,909.0
1,recognition_memory,0.16234951733932065,0.6558789861153353,MEMORY,1793.0
1,remembering,0.15781265092995447,0.6558789861153353,MEMORY,1938.0
1,emotion,0.15773326557977307,0.6558789861153353,MEMORY,3290.0
1,fear,0.15327016779785751,0.6558789861153353,MEMORY,1964.0
1,recognition,0.14406646706798507,0.6558789861153353,MEMORY,2689.0
1,emotional_memory,0.14370308821747751,0.6558789861153353,MEMORY,728.0
1,encoding,0.14086712549031652,0.6558789861153353,MEMORY,2261.0
1,retrieval,0.13705284277121074,0.6558789861153353,MEMORY,2679.0
1,valence,0.13510118121689618,0.6558789861153353,MEMORY,2160.0
1,facial_expression,0.13379308909312765,0.6558789861153353,MEMORY,1798.0
1,picture,0.13213319387229086,0.6558789861153353,MEMORY,2490.0
1,recall,0.1314456163637434,0.6558789861153353,MEMORY,3304.0
1,autobiographical_memory,0.12697871267482008,0.6558789861153353,MEMORY,1163.0
1,face,0.1261043857641128,0.6558789861153353,MEMORY,2240.0
1,memory_process,0.12483576939955796,0.6558789861153353,MEMORY,879.0
1,source_memory,0.12262126553362733,0.6558789861153353,MEMORY,826.0
1,encoding_task,0.12035497847213772,0.6558789861153353,MEMORY,619.0
1,arousal,0.11983040121393734,0.6558789861153353,MEMORY,3524.0
1,episodic_simulation,0.11978544400050235,0.6558789861153353,MEMORY,130.0
2,reward,0.2573791447573881,0.6341812542464204,REWARD,2220.0
2,reward_processing,0.20399459147722826,0.6341812542464204,REWARD,1540.0
2,reward_anticipation,0.1924333222706341,0.6341812542464204,REWARD,777.0
2,anticipation,0.18468106975310072,0.6341812542464204,REWARD,2860.0
2,monetary_incentive_delay_task,0.15819739571296204,0.6341812542464204,REWARD,310.0
2,reward_learning,0.12406205369967747,0.6341812542464204,REWARD,463.0
3,monitoring,0.14284076689022218,0.6145179879727711,COGNITIVE,2955.0
3,working_memory,0.13330970355910754,0.6145179879727711,COGNITIVE,3909.0
3,cognitive_control,0.12744304370901371,0.6145179879727711,COGNITIVE,3250.0
3,reaction_time,0.12534740116866674,0.6145179879727711,COGNITIVE,4775.0
3,manipulation,0.11623319649246562,0.6145179879727711,COGNITIVE,5395.0
3,response_selection,0.11600672497144775,0.6145179879727711,COGNITIVE,1797.0
3,cognitive_process,0.11570653339808618,0.6145179879727711,COGNITIVE,4925.0
